route,score,source
0-67-63-62-74-72-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-50-52-47-42-41-43-48-0,157.6649778310223,seed601_lns_start19_mixed_regret_rm5_tw6_guarded
0-67-63-62-74-72-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-44-46-45-51-50-52-47-42-41-43-48-20-0,168.28911445188697,seed601_lns_start22_late_random_best_rm5_tw15
0-67-63-62-74-72-61-64-66-69-68-65-49-55-54-53-56-58-60-57-40-44-46-45-51-50-52-47-43-42-41-48-20-0,168.5490205113791,seed701_explore_lns_start24_mixed_random_best_rm25_tw10
0-67-63-62-74-72-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-50-52-47-42-41-43-48-20-0,168.5565520064439,seed601_lns_start22_late_regret_rm8_tw15
0-67-63-62-74-72-61-64-66-69-68-65-49-55-54-53-56-58-60-59-40-44-46-45-51-50-52-47-43-42-41-48-20-0,168.58032587308517,seed703_explore_lns_start27_mixed_random_best_rm25_tw6
0-67-63-62-74-72-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-50-47-43-42-41-61-48-0,179.16095279793214,seed703_explore_lns_start9_late_best_rm20_tw12
0-67-63-62-74-72-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-45-51-50-52-47-41-46-43-48-20-0,180.0700053543105,seed601_lns_start26_late_regret_rm6_tw8
0-67-63-62-74-72-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-50-52-47-43-41-61-48-0,180.92878173356453,seed604_lns_start15_late_random_best_rm8_tw6
0-20-67-62-74-72-61-64-66-63-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-50-52-47-42-41-43-48-0,183.81870550831562,seed701_explore_lns_start14_late_random_best_rm25_tw8
0-67-62-74-72-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-50-52-47-42-41-43-48-61-0,184.29093042068172,seed601_lns_start20_late_best_rm5_tw12
