route,score,source
0-20-22-24-27-30-29-6-32-33-35-31-7-3-4-37-38-39-36-34-28-26-23-18-19-16-14-12-15-13-17-25-11-9-10-8-0,850.9918465560321,seed601_lns_start16_late_best_rm8_tw12_guarded
0-20-22-24-27-30-29-6-31-35-33-32-7-3-4-37-38-39-36-34-28-26-23-18-19-16-14-12-15-13-17-25-11-9-8-21-0,873.8624336573921,seed602_lns_start21_late_random_best_rm8_tw6
0-20-22-24-27-30-29-6-32-31-35-37-33-7-3-4-39-38-36-34-28-26-23-18-19-16-14-12-15-13-17-25-11-10-8-21-0,878.9938364809619,seed601_lns_start11_random_random_best_rm3_tw8
0-20-22-24-27-30-29-6-32-33-37-35-31-7-3-4-38-39-36-34-28-26-23-18-19-16-14-12-15-13-17-25-11-9-10-21-0,944.505435543076,seed606_lns_start28_mixed_random_best_rm8_tw15
0-20-22-24-27-30-29-6-32-33-35-31-7-3-4-37-38-39-36-34-28-26-23-18-19-16-14-12-15-13-17-25-11-9-10-8-21-0,1954.5869201021994,seed602_lns_start21_mixed_random_best_rm8_tw10
0-67-63-5-2-1-62-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-70-45-51-50-52-47-43-42-41-48-0,2310.7893183299925,seed601_lns_start13_mixed_random_best_rm6_tw15
0-67-63-5-2-1-62-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-70-45-51-50-52-47-43-42-41-48-21-0,3084.1645548015986,seed601_lns_start19_random_random_best_rm5_tw12
0-67-63-5-2-1-62-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-70-45-51-50-52-47-43-42-41-48-8-0,3105.246761062847,seed601_lns_start16_random_random_best_rm6_tw10
0-67-63-5-2-1-62-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-70-45-51-50-52-47-43-42-41-48-10-0,3181.7842188293107,seed601_lns_start16_late_best_rm8_tw12
0-67-63-5-2-1-62-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-70-45-51-50-52-47-43-42-41-48-9-0,3295.548851904484,seed601_lns_start11_random_random_best_rm3_tw8
