route,score,source
0-26-27-69-28-40-53-6-5-17-37-59-0,422.3864101803285,seed603_lns_start1_mixed_best_rm8_tw6
0-27-69-28-40-53-6-13-37-59-5-17-0,499.93379517570554,seed603_lns_start2_random_regret_rm8_tw12
0-26-28-27-69-53-40-6-13-37-59-5-17-0,522.6265481758649,seed601_lns_start0_mixed_random_best_rm8_tw6
0-63-62-11-64-49-10-32-70-1-50-0,607.6818647087217,seed608_lns_start0_mixed_best_rm8_tw12
0-63-62-11-64-49-10-32-70-31-1-0,629.6880889261715,seed607_lns_start5_mixed_regret_rm8_tw10_guarded
0-63-62-11-64-49-10-32-70-1-12-0,665.9426335575398,seed603_lns_start5_late_random_best_rm8_tw10_guarded
0-63-62-11-64-49-10-32-70-1-3-0,706.7216329428124,seed606_lns_start5_mixed_random_best_rm8_tw6
0-33-65-9-51-20-66-35-34-68-12-0,804.6034582237414,seed605_lns_start0_mixed_regret_rm6_tw15
0-45-48-47-36-46-8-18-60-7-52-31-0,822.4738414102092,seed601_lns_start3_mixed_random_best_rm8_tw10
0-26-28-27-69-53-40-6-13-37-59-5-60-17-0,844.040451399705,seed604_lns_start1_random_random_best_rm8_tw10_guarded
0-33-3-29-9-51-20-66-35-34-68-12-0,855.9589493023321,seed603_lns_start0_random_random_best_rm8_tw8
0-28-27-69-53-40-6-60-17-5-59-37-13-0,863.5998166582103,seed601_lns_start4_mixed_best_rm8_tw10
0-26-27-69-28-40-53-6-13-59-37-17-48-0,876.6331147682976,seed604_lns_start0_random_random_best_rm6_tw8
0-52-27-69-28-53-40-6-5-17-37-59-13-26-0,876.8665166351307,seed601_lns_start1_random_random_best_rm3_tw15
0-21-39-67-23-41-22-56-55-25-54-12-0,877.3489360003026,seed601_lns_start4_mixed_regret_rm8_tw15
0-26-28-27-69-30-53-6-13-59-37-5-17-0,891.0870934694117,seed602_lns_start1_random_best_rm8_tw6
0-63-62-11-64-49-10-32-70-1-68-0,940.0112676855588,seed601_lns_start0_late_best_rm3_tw6_guarded
0-63-62-11-64-49-19-10-70-1-50-3-0,947.3278173230514,seed603_lns_start2_random_random_best_rm8_tw12
