route,score,source
0-28-1-50-33-51-9-34-68-24-29-3-0,252.72446748878423,seed601_lns_start57_mixed_best_rm8_tw6
0-28-50-33-51-34-9-3-68-24-29-12-58-0,399.94820039050023,seed606_lns_start57_late_best_rm8_tw6
0-18-45-16-44-38-14-61-17-5-2-0,407.707023429027,seed603_lns_start57_random_best_rm8_tw15
0-42-43-15-40-53-12-68-3-51-20-0,473.48667044518754,seed604_lns_start61_late_random_best_rm5_tw8
0-37-42-15-40-53-6-59-13-2-58-12-0,487.02073632410475,seed606_lns_start4_random_best_rm8_tw10
0-60-45-44-38-14-16-61-17-5-18-2-0,541.1629716117989,seed606_lns_start56_late_regret_rm8_tw15
0-59-42-15-40-53-12-68-3-51-20-70-0,545.6687179726089,seed602_lns_start62_mixed_random_best_rm6_tw12_guarded
0-26-21-39-23-41-22-56-4-55-25-54-58-0,551.1125291335553,seed601_lns_start62_random_random_best_rm5_tw8_guarded
0-2-42-15-40-53-6-59-37-13-26-12-0,553.2997856439598,seed604_lns_start2_mixed_best_rm8_tw10
0-28-50-33-51-30-20-9-3-68-24-29-34-0,575.1890895836553,seed603_lns_start57_random_best_rm8_tw15
0-60-45-5-61-16-44-38-14-43-57-58-0,583.0681900702523,seed601_lns_start0_mixed_random_best_rm5_tw15
0-28-50-33-51-34-9-3-68-24-29-35-0,594.2781217961721,seed606_lns_start56_late_regret_rm8_tw15
0-1-33-65-9-66-35-34-3-50-51-0,595.8684178689674,seed606_lns_start3_late_regret_rm8_tw12
0-50-33-65-9-66-35-34-29-24-28-0,622.9141146835541,seed601_lns_start65_mixed_best_rm8_tw15
0-36-11-64-49-19-63-32-1-5-0,631.0430751587074,seed602_lns_start65_mixed_regret_rm6_tw6
0-28-33-65-9-66-35-34-29-24-54-0,637.5638593703595,seed604_lns_start64_mixed_random_best_rm5_tw8
0-36-11-64-49-19-10-63-32-31-0,639.7142580129616,seed602_lns_start64_random_regret_rm8_tw12_guarded
0-2-42-15-57-40-53-12-68-26-58-13-0,641.1234752548796,seed606_lns_start8_late_regret_rm5_tw8
0-1-33-65-9-66-35-34-29-24-54-0,643.2359729577897,seed601_lns_start61_late_regret_rm8_tw6_guarded
