route,score,source
0-5-45-2-7-8-46-3-1-4-70-0,120.31354862219835,seed707_explore_lns_start0_late_best_rm25_tw12
0-5-45-2-7-6-8-46-4-60-70-0,133.61647355755667,seed701_explore_lns_start0_late_best_rm15_tw10
0-42-39-36-44-38-40-43-37-35-0,155.2214618843811,seed707_explore_lns_start10_random_best_rm20_tw8
0-45-5-2-7-6-8-46-3-1-70-0,160.6911227823325,seed707_explore_lns_start23_late_best_rm25_tw12
0-45-5-2-7-6-8-46-3-4-70-0,162.80940056309208,seed702_explore_lns_start27_late_random_best_rm20_tw10
0-45-5-2-7-8-46-3-1-4-60-0,178.0916101652628,seed701_explore_lns_start0_late_regret_rm20_tw15
0-45-5-2-7-6-46-3-1-4-60-0,178.0916101652628,seed701_explore_lns_start0_random_best_rm25_tw6
0-45-5-2-7-6-8-46-3-4-1-0,191.45700980229094,seed701_explore_lns_start10_late_random_best_rm20_tw8
0-45-5-2-7-6-8-46-4-1-60-0,197.25847512023932,seed701_explore_lns_start0_late_random_best_rm15_tw12
0-45-5-2-7-6-8-3-1-4-60-0,199.3026806364482,seed703_explore_lns_start0_late_regret_rm20_tw6
0-14-47-15-16-11-9-10-13-17-60-0,212.62423333163173,seed701_explore_lns_start0_mixed_best_rm20_tw12
0-45-5-2-7-6-8-46-3-4-60-0,215.11519052220368,seed705_explore_lns_start12_late_random_best_rm25_tw15
0-14-47-15-11-12-9-10-13-17-60-0,222.18378294195344,seed702_explore_lns_start0_random_regret_rm15_tw15
0-45-5-2-7-6-8-46-3-1-60-0,242.5911082253516,seed704_explore_lns_start0_late_regret_rm15_tw10
0-45-5-2-7-6-8-46-4-55-60-0,245.55856196398955,seed702_explore_lns_start0_late_regret_rm20_tw6
0-42-39-36-38-44-40-37-54-68-70-0,261.1394233638796,seed704_explore_lns_start0_late_random_best_rm15_tw6
0-42-39-36-44-38-41-54-68-55-70-0,262.14122015123723,seed701_explore_lns_start0_random_best_rm20_tw6
0-14-47-12-11-15-16-9-10-13-17-0,270.2990376577144,seed601_lns_start0_late_random_best_rm3_tw8
0-23-21-18-19-22-49-20-24-48-25-0,279.78835894213887,seed703_explore_lns_start67_random_best_rm25_tw10
0-14-47-12-11-15-16-10-13-17-60-0,280.92954410761865,seed701_explore_lns_start0_random_random_best_rm20_tw12
0-42-36-44-40-38-68-55-60-70-0,285.8645279877355,seed701_explore_lns_start0_random_random_best_rm20_tw15
0-45-5-2-7-6-8-3-1-4-55-0,288.7350537528738,seed701_explore_lns_start1_late_regret_rm20_tw15
0-63-62-67-61-54-68-70-0,296.8091405351338,seed705_explore_lns_start25_late_best_rm15_tw10
0-45-5-2-7-6-8-46-3-4-55-0,304.54756363862924,seed708_explore_lns_start24_mixed_random_best_rm25_tw6
0-14-47-15-11-12-53-55-68-54-70-0,305.76807333634025,seed706_explore_lns_start50_late_random_best_rm20_tw15
0-14-47-12-11-15-16-9-13-17-70-0,311.20448937247295,seed707_explore_lns_start0_mixed_random_best_rm20_tw12
0-45-5-2-7-6-8-46-3-4-68-0,317.87056832214637,seed702_explore_lns_start36_random_best_rm25_tw8
0-14-47-12-11-15-16-9-13-17-60-0,319.90852231801085,seed701_explore_lns_start0_random_regret_rm15_tw10
0-14-47-12-11-15-16-9-10-13-60-0,331.1319619891092,seed705_explore_lns_start21_late_best_rm25_tw12
0-42-39-36-44-41-61-68-55-70-0,331.4992865491955,seed706_explore_lns_start0_late_random_best_rm25_tw10
0-42-39-36-38-44-41-68-55-60-70-0,343.5134917484827,seed702_explore_lns_start0_late_regret_rm15_tw15
0-42-39-36-38-44-41-37-54-68-70-0,344.7408649571306,seed702_explore_lns_start7_late_random_best_rm15_tw12
0-42-39-36-38-44-61-68-55-70-0,348.47610148079895,seed601_lns_start0_random_best_rm5_tw12
0-63-62-67-41-37-35-43-70-0,349.1033433335077,seed701_explore_lns_start2_late_best_rm20_tw12
0-42-39-36-38-44-40-43-37-35-54-0,351.682309226273,seed701_explore_lns_start10_late_random_best_rm20_tw8
0-42-39-36-38-41-44-43-54-68-70-0,353.9476901079324,seed707_explore_lns_start0_mixed_best_rm25_tw6
0-45-5-2-7-6-8-46-3-1-55-70-0,355.3453161409404,seed702_explore_lns_start27_late_random_best_rm25_tw12
0-39-42-44-38-41-40-43-37-35-54-0,362.9767693573366,seed704_explore_lns_start10_mixed_best_rm25_tw6
0-45-5-2-7-6-8-46-3-1-60-70-0,365.3973346304726,seed701_explore_lns_start0_late_regret_rm15_tw8
0-14-47-12-11-15-16-9-10-13-58-0,369.37604361371973,seed703_explore_lns_start0_mixed_random_best_rm20_tw12
0-42-39-36-38-41-44-43-68-55-70-0,372.0310064275178,seed702_explore_lns_start0_late_best_rm20_tw12
0-42-39-36-38-44-61-68-55-60-0,393.5632126331137,seed703_explore_lns_start0_late_best_rm15_tw8
0-39-42-44-36-38-40-37-68-55-70-0,400.3436923768952,seed703_explore_lns_start0_late_best_rm15_tw6
0-45-5-2-7-6-8-46-3-4-17-0,402.370979521855,seed701_explore_lns_start19_random_best_rm25_tw12
0-42-39-36-44-38-68-55-4-70-0,405.6078878107195,seed707_explore_lns_start0_mixed_best_rm25_tw12
0-42-39-36-38-41-61-68-55-60-70-0,406.9716174269635,seed702_explore_lns_start0_late_best_rm25_tw12
0-65-52-69-61-54-68-55-70-0,407.6257509916798,seed706_explore_lns_start10_late_best_rm25_tw10
0-63-62-67-61-54-68-55-70-0,409.62228369063564,seed704_explore_lns_start38_late_regret_rm25_tw10
0-42-39-36-38-44-40-37-35-43-1-0,416.29561728760393,seed701_explore_lns_start11_late_regret_rm15_tw8
0-59-23-21-19-49-22-20-24-25-48-0,421.9490431720525,seed706_explore_lns_start9_random_random_best_rm20_tw6
0-14-47-12-15-16-9-10-13-60-4-0,424.7639529431548,seed702_explore_lns_start30_late_best_rm25_tw12
0-65-62-67-41-40-37-35-43-0,427.4073710382113,seed704_explore_lns_start0_mixed_random_best_rm20_tw12
0-42-39-36-38-44-40-37-35-54-68-0,427.71779197869785,seed706_explore_lns_start11_mixed_random_best_rm25_tw15
0-42-39-36-44-38-43-1-70-55-0,428.2221115990283,seed703_explore_lns_start0_late_random_best_rm15_tw12
0-42-39-36-40-44-61-68-55-60-0,429.22355019826205,seed707_explore_guarded
0-42-39-36-38-44-41-43-37-35-54-0,432.52593550463854,seed708_explore_lns_start11_late_random_best_rm20_tw8
0-42-39-36-44-40-37-35-43-70-60-0,437.05513712844896,seed701_explore_lns_start11_mixed_random_best_rm20_tw10
0-14-47-15-11-12-53-10-9-13-17-0,440.1728731897079,seed701_explore_lns_start0_late_regret_rm20_tw15
0-42-39-36-38-44-40-41-37-35-43-0,440.640717614309,seed701_explore_lns_start21_late_best_rm20_tw10
0-59-23-21-18-49-22-20-24-25-48-0,442.6891167459213,seed701_explore_lns_start2_late_regret_rm15_tw15
0-42-39-36-44-38-37-35-43-1-70-0,444.26622497666233,seed704_explore_lns_start0_late_best_rm25_tw6
0-63-62-67-40-37-35-43-0,446.13789313358706,seed707_explore_lns_start0_late_regret_rm15_tw15
0-14-47-15-16-11-12-53-10-13-17-0,449.3456715542376,seed702_explore_lns_start0_random_regret_rm10_tw6
0-63-62-67-34-50-54-68-70-0,452.039455527845,seed708_explore_lns_start38_late_random_best_rm20_tw15
0-59-23-21-18-19-49-20-24-25-48-0,452.17670780567096,seed604_lns_start0_mixed_regret_rm6_tw15
0-63-62-67-38-37-35-43-70-0,455.00201058788525,seed701_explore_guarded
0-42-39-36-38-44-61-68-1-70-0,455.4756802775845,seed706_explore_lns_start0_late_best_rm10_tw8
0-63-62-67-50-54-68-55-70-0,456.8849810930078,seed701_explore_lns_start70_late_random_best_rm25_tw6
0-42-39-36-38-44-41-68-55-70-1-0,458.95060766045395,seed702_explore_lns_start0_late_random_best_rm20_tw10
0-42-39-36-38-44-40-37-35-43-55-0,459.846260797307,seed706_explore_lns_start9_random_random_best_rm20_tw6
0-42-39-36-38-44-40-37-35-43-60-0,465.331915415938,seed701_explore_lns_start12_late_random_best_rm10_tw8
0-42-39-36-38-44-61-68-4-70-0,466.29112414502026,seed701_explore_lns_start0_mixed_random_best_rm15_tw10
0-39-42-44-38-41-61-68-55-1-0,469.26230422656295,seed705_explore_lns_start0_late_best_rm25_tw8
0-65-69-64-57-52-10-17-60-0,470.1748270024857,seed708_explore_lns_start68_mixed_best_rm20_tw12
0-14-47-12-11-15-16-9-17-13-58-0,473.28482425760797,seed708_explore_lns_start5_late_random_best_rm25_tw10
0-59-23-21-18-49-20-24-48-25-58-0,474.61948995953526,seed702_explore_lns_start11_random_best_rm25_tw15
0-14-47-15-12-11-9-10-53-55-60-0,475.9320137114688,seed703_explore_lns_start28_mixed_best_rm20_tw12
0-14-47-15-16-12-11-9-10-13-55-0,476.867130999429,seed702_explore_lns_start0_mixed_regret_rm15_tw10
0-42-39-36-44-38-37-54-68-55-70-0,480.8100958359088,seed703_explore_lns_start0_mixed_best_rm20_tw12
0-42-39-36-38-44-61-68-55-60-70-0,482.91005666007675,seed601_lns_start0_late_random_best_rm3_tw8
0-42-39-36-38-44-40-43-6-70-0,491.1849932602864,seed704_explore_lns_start0_late_random_best_rm20_tw6
0-42-39-36-38-44-40-37-54-68-55-0,492.64591611444246,seed704_explore_guarded
0-63-62-67-41-40-37-35-70-0,497.2611359178594,seed701_explore_lns_start0_random_random_best_rm20_tw6
