route,score,source
0-2-6-7-8-5-3-1-45-46-4-100-0,101.80106086055343,seed601_lns_start15_random_best_rm6_tw6_guarded
0-2-5-8-7-6-46-45-3-4-100-68-0,111.32523426481222,seed605_lns_start17_random_best_rm8_tw12
0-82-22-49-19-21-18-48-23-25-24-0,115.12364001852492,seed602_lns_start15_random_best_rm6_tw12
0-65-82-99-52-57-86-87-9-10-55-68-0,122.47668497967156,seed603_lns_start17_random_best_rm8_tw15
0-65-82-99-52-57-86-59-87-9-10-55-0,123.79565646912171,seed605_lns_start17_random_best_rm8_tw12
0-72-71-42-44-43-40-37-35-36-39-0,129.14600723516472,seed601_lns_start15_random_best_rm4_tw15
0-25-23-21-19-18-49-20-22-24-74-0,130.0644196411459,seed604_lns_start15_random_random_best_rm4_tw12
0-72-71-42-44-40-38-37-35-36-39-0,130.1367233177632,seed604_lns_start15_mixed_best_rm6_tw6
0-21-19-18-49-20-22-48-23-25-24-0,130.74588132556184,seed601_lns_start15_mixed_best_rm8_tw15
0-69-2-42-43-40-37-35-36-39-0,131.85744480112174,seed604_lns_start1_random_random_best_rm4_tw8
0-23-21-49-19-18-48-20-22-24-74-0,132.44675166154514,seed601_lns_start17_late_regret_rm6_tw8_guarded
0-72-71-38-42-44-43-40-37-35-36-0,134.28458559222832,seed601_lns_start16_late_regret_rm8_tw12_guarded
0-64-21-22-49-19-18-48-23-24-74-0,137.83839622556002,seed603_lns_start15_random_best_rm6_tw6
0-69-2-42-38-37-36-35-43-39-0,138.02649290627647,seed606_lns_start2_random_random_best_rm6_tw6
0-2-42-40-38-37-35-36-43-39-0,138.97639787448935,seed605_lns_start2_mixed_best_rm6_tw15
0-2-44-39-38-43-40-37-35-36-0,139.97571876806427,seed601_lns_start0_mixed_random_best_rm8_tw12_guarded
0-23-21-19-25-18-48-49-22-24-74-0,141.28855167555957,seed602_lns_start15_random_random_best_rm5_tw10
0-64-22-21-19-49-48-23-25-24-74-0,151.72053139896423,seed602_lns_start16_random_regret_rm8_tw6
0-2-61-42-44-43-40-37-35-36-39-0,154.16775472838395,seed601_lns_start4_mixed_random_best_rm6_tw12
0-83-21-19-22-49-18-48-25-24-74-0,154.35560664392713,seed604_lns_start16_random_regret_rm5_tw6
0-64-21-22-49-19-18-48-25-24-74-0,154.61784261345457,seed605_lns_start15_random_best_rm8_tw8
0-65-82-99-52-57-86-59-87-10-55-68-0,157.44374294198258,seed601_lns_start15_random_best_rm6_tw6
0-65-82-99-52-57-86-87-10-60-55-68-0,158.52469004633295,seed601_lns_start17_random_best_rm8_tw15
0-72-71-41-42-44-43-40-37-35-36-39-0,168.4096130593776,seed601_lns_start15_random_best_rm6_tw6
0-23-21-22-49-19-18-48-25-77-24-0,169.92735090191644,seed607_lns_start17_late_best_rm8_tw10_guarded
0-67-71-72-42-44-43-40-37-35-36-39-0,170.3314089119147,seed602_lns_start17_random_regret_rm5_tw15
0-65-82-99-52-57-86-59-87-13-10-68-0,171.78729512870848,seed604_lns_start16_mixed_regret_rm8_tw15
0-65-83-99-52-57-86-59-87-10-55-68-0,175.61829508115807,seed602_lns_start15_random_best_rm6_tw12
0-23-21-19-18-49-20-22-48-25-74-0,177.59824414650643,seed602_lns_start16_mixed_best_rm6_tw10
0-2-5-42-44-43-38-37-35-36-39-0,180.92647237058202,seed608_lns_start0_random_regret_rm8_tw15
0-65-82-99-52-57-86-87-10-55-70-68-0,181.344713855766,seed607_lns_start16_random_best_rm6_tw6
0-98-88-6-7-5-3-8-46-4-45-1-100-0,185.7502551240406,seed605_lns_start0_random_random_best_rm8_tw12_guarded
0-79-73-78-11-9-13-15-17-60-0,190.4145549759221,seed601_lns_start17_late_regret_rm6_tw8_guarded
0-62-33-28-29-31-34-50-84-56-91-80-0,192.90051639579212,seed601_lns_start0_random_random_best_rm6_tw10
0-62-28-29-31-34-50-84-56-66-91-80-0,193.67006615949117,seed601_lns_start3_mixed_random_best_rm8_tw15
0-65-82-99-52-57-86-59-87-10-55-70-0,211.16003663328016,seed602_lns_start17_late_best_rm8_tw15_guarded
0-28-27-29-31-34-50-62-84-56-91-80-0,213.42477768647717,seed604_lns_start2_random_best_rm6_tw15
0-65-98-82-99-52-57-86-87-10-55-68-0,218.6664252963106,seed604_lns_start15_random_random_best_rm8_tw6
0-72-71-42-44-43-40-37-35-36-39-80-0,220.02976339299215,seed604_lns_start17_random_regret_rm8_tw6
0-65-82-99-52-57-86-87-10-53-55-68-0,220.35307813956246,seed601_lns_start15_random_best_rm8_tw8
0-33-28-29-31-34-50-84-56-66-91-80-0,242.46340617195403,seed601_lns_start1_random_random_best_rm3_tw10
0-23-21-22-19-18-48-20-49-25-77-0,245.2498881113458,seed601_lns_start15_random_best_rm6_tw6_guarded
