route,score,source
0-69-2-45-5-44-42-39-38-40-41-61-70-6-7-12-16-15-11-9-10-53-8-46-4-3-1-43-36-35-37-54-68-55-0,377.5885593197272,seed601_lns_start38_random_random_best_rm3_tw12_guarded
0-69-2-45-5-44-42-39-38-40-41-61-70-6-7-12-16-15-9-10-53-8-46-4-3-1-43-36-35-37-54-68-55-60-0,403.42106405659086,seed601_lns_start43_mixed_random_best_rm8_tw10_guarded
0-2-5-44-42-39-38-41-61-69-53-11-15-16-47-14-12-6-7-8-46-45-3-40-43-36-35-37-54-68-70-1-4-60-55-0,406.0482618877961,seed606_lns_start72_random_regret_rm4_tw10_guarded
0-69-2-45-5-44-42-39-38-36-40-61-7-12-47-16-15-9-10-53-6-8-46-4-3-1-43-41-35-37-54-68-70-55-0,406.81370223186696,seed604_lns_start48_random_best_rm3_tw15_guarded
0-5-45-2-69-52-11-15-16-47-14-12-53-7-6-70-61-41-39-38-40-44-42-3-46-8-1-43-36-35-37-54-68-55-0,407.3708989770607,seed601_lns_start34_random_best_rm5_tw15
0-69-2-45-5-44-42-39-38-40-41-61-6-7-12-15-16-59-9-10-53-8-46-4-3-1-43-36-35-37-54-68-70-55-0,412.52587721960157,seed601_lns_start44_random_regret_rm3_tw10_guarded
0-69-2-45-5-44-42-38-39-40-41-61-70-6-7-12-16-15-11-9-10-53-8-46-4-3-1-43-36-35-37-54-68-55-60-66-0,427.8127736146867,seed602_lns_start46_random_best_rm6_tw12_guarded
0-64-67-62-31-29-28-30-33-63-51-19-18-21-23-25-58-59-9-10-57-22-49-20-50-34-27-26-32-48-24-56-66-0,429.20613493396286,seed602_lns_start51_random_best_rm8_tw8_guarded
0-69-59-52-11-12-14-47-15-16-2-5-8-7-53-61-41-38-40-44-42-6-46-4-45-3-1-43-36-35-37-39-54-68-70-55-0,431.80668047768245,seed601_lns_start34_random_random_best_rm5_tw8_guarded
0-65-64-67-62-31-29-28-30-33-63-51-19-18-21-23-25-58-59-9-10-57-22-49-20-50-34-27-26-32-48-24-56-66-0,433.91308231710445,seed604_lns_start35_random_random_best_rm8_tw12_guarded
0-65-64-67-31-29-28-30-33-63-51-22-19-18-21-23-25-58-59-10-57-20-49-62-50-34-27-26-32-48-24-56-66-0,434.9815597789183,seed602_lns_start35_random_random_best_rm6_tw8_guarded
0-2-45-5-44-42-39-38-40-41-61-6-7-12-15-16-59-9-10-53-8-46-4-3-1-43-36-35-37-54-68-70-60-55-0,436.0500803518248,seed601_lns_start48_random_regret_rm6_tw8_guarded
0-69-14-47-45-5-44-42-39-38-40-41-61-2-6-7-12-16-17-15-13-9-11-53-8-46-4-3-1-43-36-35-37-54-68-70-55-0,437.2497037469603,seed603_lns_start51_random_random_best_rm5_tw15_guarded
0-69-2-45-5-44-42-39-38-40-41-61-6-7-12-15-16-59-9-10-53-8-46-4-3-1-43-36-35-37-54-68-70-60-55-0,439.16195927807587,seed602_lns_start50_random_best_rm3_tw12_guarded
0-64-65-2-45-5-44-42-39-38-40-41-61-70-6-7-12-16-15-11-9-10-53-8-46-4-3-1-43-36-35-37-54-68-55-60-0,443.54849836092717,seed606_lns_start49_random_best_rm3_tw12_guarded
