route,score,source
0-2-45-5-8-7-6-4-3-46-60-0,120.48004760617577,seed605_lns_start6_late_regret_rm8_tw10
0-14-47-16-15-11-12-10-9-13-17-0,130.37130934416635,seed601_lns_start21_random_regret_rm5_tw6
0-42-44-39-40-36-38-41-43-37-35-0,131.85049710579528,seed601_lns_start38_mixed_random_best_rm6_tw8
0-47-14-12-11-15-16-9-13-17-60-0,132.82724303974044,seed603_lns_start21_mixed_random_best_rm6_tw12
0-65-52-23-21-18-19-22-48-25-24-0,132.966252554722,seed601_lns_start21_random_regret_rm5_tw6
0-42-44-39-40-36-37-35-43-1-0,137.61060127441488,seed608_lns_start6_mixed_best_rm8_tw8
0-14-47-16-15-11-12-9-10-58-0,151.63639447625286,seed603_lns_start37_random_random_best_rm8_tw15
0-39-42-44-40-36-38-41-37-54-70-0,154.47176175956662,seed608_lns_start22_random_regret_rm8_tw8
0-42-44-39-38-36-40-43-35-37-54-0,164.48309551224736,seed606_lns_start6_late_best_rm8_tw10
0-42-44-39-38-36-37-35-43-1-70-0,165.08530619312154,seed604_lns_start6_random_regret_rm6_tw10
0-42-44-39-40-36-37-35-43-1-70-0,167.25435429827624,seed602_lns_start5_random_regret_rm8_tw6
0-47-14-12-11-15-16-9-13-17-70-0,189.53172411861007,seed602_lns_start22_random_regret_rm6_tw12
0-42-44-39-38-36-40-35-37-43-1-0,192.45370659629663,seed601_lns_start5_random_regret_rm4_tw10
0-62-67-61-41-54-68-55-70-0,202.8470162212296,seed601_lns_start5_random_regret_rm4_tw10
0-52-23-21-49-19-18-48-25-58-0,203.38156468228146,seed601_lns_start37_mixed_best_rm8_tw6_guarded
0-42-44-39-40-36-37-38-41-43-54-0,207.782175729768,seed605_lns_start19_random_best_rm8_tw6
0-65-52-23-21-18-19-49-48-25-58-0,215.74327096854762,seed601_lns_start38_random_best_rm4_tw10
0-42-44-39-38-36-40-35-37-43-55-0,236.0043501059997,seed606_lns_start6_late_random_best_rm8_tw6
0-59-23-21-18-19-22-49-20-24-0,248.65569487411702,seed601_lns_start6_mixed_random_best_rm8_tw15
0-2-45-5-8-7-6-53-17-60-0,250.13644000145794,seed605_lns_start38_mixed_best_rm8_tw8
0-42-44-39-38-36-40-41-37-43-1-0,258.89758541462936,seed602_lns_start6_random_regret_rm4_tw10
0-59-23-21-18-19-49-22-20-48-0,284.77559779570765,seed605_lns_start5_random_best_rm6_tw8
0-69-2-45-5-8-7-6-46-60-17-0,286.934986562278,seed604_lns_start38_random_random_best_rm6_tw15
0-59-23-21-18-19-22-49-48-25-0,289.8755242788879,seed606_lns_start6_random_regret_rm4_tw10_guarded
0-42-44-39-38-36-40-41-37-35-1-0,295.0542987805036,seed607_lns_start6_mixed_random_best_rm8_tw10
0-59-23-21-18-19-49-22-20-25-0,295.5452900922809,seed601_lns_start5_random_regret_rm4_tw10_guarded
0-62-67-61-68-55-4-1-70-0,305.46510006071475,seed602_lns_start37_mixed_regret_rm5_tw8_guarded
0-14-12-47-16-15-11-9-10-53-55-0,310.6654609859814,seed606_lns_start5_mixed_regret_rm8_tw15
0-64-67-61-68-55-4-1-70-0,312.3270059569553,seed602_lns_start38_random_best_rm8_tw8
0-69-67-61-68-55-4-1-70-0,312.94069653104896,seed601_lns_start38_mixed_random_best_rm6_tw8
0-65-64-63-51-20-22-57-66-56-0,313.44443504916666,seed602_lns_start37_mixed_regret_rm5_tw8_guarded
0-63-18-21-23-19-22-49-20-24-58-0,314.26287981685203,seed604_lns_start6_random_random_best_rm8_tw6
0-47-14-12-11-15-16-9-10-53-60-0,315.65624305609595,seed602_lns_start5_random_random_best_rm8_tw15
0-52-23-21-18-19-49-20-48-25-58-0,317.4207954573177,seed603_lns_start37_late_regret_rm8_tw12
0-59-22-19-21-18-49-20-24-58-0,322.8282458087924,seed605_lns_start5_mixed_random_best_rm8_tw12
0-69-61-64-57-68-55-60-0,327.89504952345675,seed604_lns_start22_random_regret_rm3_tw12
0-67-61-55-68-70-4-1-0,328.1759874983479,seed601_lns_start37_mixed_best_rm8_tw6
0-63-67-61-68-55-4-1-70-0,330.3132366997013,seed602_lns_start37_mixed_regret_rm5_tw8
0-33-30-28-27-29-26-34-32-50-0,331.297628175663,seed605_lns_start38_random_regret_rm8_tw15
0-59-61-68-55-4-1-70-0,338.84158312041995,seed605_lns_start37_late_random_best_rm5_tw6
0-33-30-28-27-26-32-34-50-54-0,340.4826377098349,seed603_lns_start37_random_random_best_rm8_tw15
0-2-5-61-55-68-70-4-1-0,346.06440225249685,seed603_lns_start38_random_random_best_rm8_tw8
0-33-30-29-27-26-32-34-50-54-0,347.6874055695947,seed604_lns_start38_mixed_random_best_rm6_tw15
0-65-64-51-57-22-24-20-56-66-0,348.3524286094437,seed606_lns_start38_mixed_best_rm6_tw8
0-59-23-21-18-19-49-22-20-48-24-0,351.2718786772572,seed601_lns_start5_late_best_rm8_tw6
0-52-23-21-19-49-18-48-25-24-58-0,356.91544549119453,seed602_lns_start37_mixed_regret_rm5_tw8_guarded
0-14-47-16-15-11-12-53-9-10-17-0,357.1706125858403,seed601_lns_start6_random_best_rm8_tw10
0-59-23-21-18-19-49-22-20-66-0,368.0198887206798,seed601_lns_start6_late_random_best_rm8_tw6
0-69-7-45-5-3-8-6-46-4-60-55-0,372.36527743290867,seed607_lns_start9_late_regret_rm8_tw6
0-59-23-18-19-49-22-20-48-58-0,374.7478116389974,seed607_lns_start5_random_best_rm6_tw10
0-69-2-45-5-3-8-7-6-60-17-0,375.13431834223076,seed601_lns_start38_mixed_random_best_rm4_tw8
0-69-2-45-5-8-7-6-46-3-1-68-0,377.1851008943435,seed605_lns_start38_random_regret_rm8_tw6_guarded
0-65-62-67-61-41-54-68-55-70-0,379.26905349625883,seed602_lns_start5_random_random_best_rm6_tw8
0-65-69-52-57-64-51-56-66-24-0,380.4704007423428,seed601_lns_start5_late_random_best_rm8_tw10
0-2-45-5-8-7-6-46-3-4-60-13-0,384.6504414971374,seed601_lns_start5_random_regret_rm4_tw10
0-59-23-21-18-19-49-22-20-56-0,387.6348460685439,seed602_lns_start6_late_best_rm8_tw10
0-59-23-21-18-19-49-22-24-58-0,388.7528128948984,seed602_lns_start6_random_regret_rm5_tw10
0-62-63-51-20-22-24-57-66-56-0,399.5911041015253,seed602_lns_start38_random_best_rm8_tw8
0-31-29-27-28-26-30-32-34-50-54-0,406.9441282934548,seed607_lns_start37_random_regret_rm8_tw8_guarded
0-59-23-21-18-19-49-22-20-58-0,416.20580380018464,seed601_lns_start5_random_regret_rm4_tw10
0-2-45-5-8-7-6-46-3-1-4-13-0,416.7014517016082,seed601_lns_start5_late_best_rm8_tw6
0-14-47-16-15-11-12-9-10-60-46-0,418.6468865407237,seed604_lns_start38_random_best_rm8_tw12
0-14-12-47-16-15-11-9-10-53-66-0,425.4540272997377,seed601_lns_start6_random_regret_rm8_tw10
0-65-62-63-51-20-22-57-66-56-0,426.8180876858637,seed608_lns_start38_random_random_best_rm8_tw10
0-14-47-16-12-11-10-9-59-58-0,427.57164053741144,seed608_lns_start38_random_regret_rm8_tw6
0-33-62-67-54-61-68-55-70-0,432.2330372267746,seed603_lns_start6_late_regret_rm8_tw6
0-59-23-21-18-49-22-20-24-25-58-0,437.6623264777544,seed607_lns_start6_random_regret_rm6_tw15
0-14-47-16-15-11-12-10-59-58-0,441.2299262629566,seed608_lns_start37_random_best_rm8_tw15
0-14-47-16-15-12-10-9-13-60-46-0,441.80058608480226,seed602_lns_start37_late_regret_rm6_tw15
0-62-67-61-53-60-55-70-4-0,444.7340476863552,seed605_lns_start38_random_regret_rm8_tw6_guarded
0-59-23-21-18-19-22-49-48-58-0,446.9819272969275,seed606_lns_start6_random_regret_rm4_tw10
0-62-67-63-51-49-20-56-66-70-0,460.3568099152669,seed601_lns_start21_random_regret_rm5_tw6
0-33-30-31-29-27-28-26-34-32-50-0,463.72251978535195,seed602_lns_start6_mixed_best_rm5_tw10_guarded
0-59-23-21-18-19-49-20-48-25-58-0,465.4289110673271,seed601_lns_start5_mixed_random_best_rm8_tw12
0-67-61-55-46-4-1-70-68-0,467.37162334541597,seed605_lns_start37_random_regret_rm6_tw8
0-14-47-16-15-11-12-9-13-10-46-0,467.8145181752629,seed603_lns_start37_late_regret_rm8_tw12
0-52-23-21-19-49-18-48-25-58-13-0,469.52414339130996,seed601_lns_start37_mixed_best_rm6_tw15
0-65-52-23-21-19-49-18-48-25-58-13-0,469.8466189025399,seed602_lns_start38_random_best_rm8_tw8
0-59-23-21-18-49-22-20-48-25-58-0,470.93834186191737,seed601_lns_start5_mixed_regret_rm6_tw12
0-59-61-68-3-1-4-70-0,474.59556528929886,seed604_lns_start37_late_random_best_rm8_tw10
0-2-45-5-8-7-6-46-4-3-55-13-0,476.1790586123304,seed601_lns_start5_late_random_best_rm8_tw10
0-14-12-47-16-15-11-10-9-17-46-0,487.0609425518311,seed602_lns_start37_late_regret_rm5_tw15
0-14-47-16-15-11-12-10-9-59-0,492.06009962794576,seed601_lns_start38_mixed_regret_rm6_tw6
0-14-12-47-16-15-11-9-59-13-17-0,492.93399894751,seed604_lns_start6_random_random_best_rm8_tw6_guarded
0-63-62-67-61-54-68-55-70-60-0,495.0101344195727,seed608_lns_start5_late_best_rm8_tw10_guarded
0-67-61-1-3-4-55-70-68-0,495.60751269007835,seed604_lns_start38_late_random_best_rm6_tw15
0-14-12-47-16-15-11-9-10-55-46-0,497.51733746539566,seed601_lns_start38_mixed_random_best_rm8_tw10
0-65-64-63-51-20-22-24-57-66-56-0,498.3227248528029,seed601_lns_start37_mixed_best_rm6_tw15
0-62-67-61-54-68-55-70-35-0,498.95213163142955,seed606_lns_start5_random_random_best_rm6_tw15
0-14-47-16-15-11-12-10-9-59-13-0,509.146288433544,seed601_lns_start37_mixed_best_rm8_tw6
0-65-64-62-63-51-22-24-20-56-66-0,512.0376736433531,seed601_lns_start37_random_regret_rm8_tw10
0-62-67-61-40-41-54-68-55-0,513.8169532831668,seed604_lns_start6_random_regret_rm6_tw10
0-69-2-45-5-8-7-6-55-53-60-0,514.6189811046796,seed604_lns_start37_late_random_best_rm8_tw10
0-65-69-52-57-64-56-66-24-25-48-0,514.9860973927746,seed605_lns_start5_mixed_regret_rm8_tw6
0-2-45-5-8-7-6-4-3-46-17-13-0,518.776573438982,seed602_lns_start5_random_random_best_rm8_tw15
0-63-62-67-61-68-55-4-1-70-0,524.7293035516198,seed606_lns_start38_mixed_best_rm6_tw8
0-69-2-45-5-8-7-6-46-3-60-17-0,533.1200070490668,seed602_lns_start37_random_random_best_rm4_tw12
0-62-67-38-41-61-54-68-55-0,536.9942202655483,seed602_lns_start5_random_regret_rm8_tw6
0-52-23-21-19-49-18-48-25-58-17-0,537.8278570590122,seed605_lns_start38_random_regret_rm8_tw6_guarded
0-33-30-29-27-28-26-32-34-50-54-0,540.9520848559513,seed603_lns_start38_random_regret_rm8_tw15
0-67-61-55-6-4-1-70-68-0,541.2045033635943,seed605_lns_start38_random_best_rm6_tw10
0-63-62-67-61-54-68-55-70-1-0,544.7169263657829,seed602_lns_start6_mixed_best_rm5_tw10_guarded
0-69-42-44-39-36-40-43-37-35-1-0,550.5532688103294,seed607_lns_start5_random_random_best_rm8_tw15
0-2-45-5-8-7-6-46-3-4-60-53-0,562.3531869306029,seed601_lns_start5_random_regret_rm4_tw10_guarded
0-62-67-61-41-54-68-55-70-4-0,564.4238285094973,seed608_lns_start5_random_random_best_rm6_tw6
0-65-69-52-57-64-51-56-66-58-0,565.5412943343665,seed601_lns_start6_mixed_random_best_rm8_tw15
0-69-2-45-5-8-7-6-60-53-17-0,570.6873346938467,seed603_lns_start38_mixed_random_best_rm8_tw8
0-52-23-21-19-49-18-48-25-58-66-0,572.3862218185664,seed607_lns_start38_late_regret_rm5_tw15
0-2-45-5-8-7-6-46-4-3-1-53-0,577.4476145747539,seed601_lns_start21_random_regret_rm5_tw6
0-69-2-45-5-3-8-7-6-53-60-0,585.961419678556,seed602_lns_start37_late_regret_rm4_tw10
0-65-67-62-63-51-22-20-24-66-56-0,589.2273003600749,seed601_lns_start38_mixed_random_best_rm8_tw10
0-59-53-61-68-55-4-1-70-0,590.9482779354147,seed603_lns_start37_late_regret_rm8_tw12_guarded
0-69-2-45-5-3-8-7-6-46-60-13-0,593.8607478189191,seed608_lns_start5_random_random_best_rm6_tw6
0-62-67-61-38-41-54-68-70-55-0,603.6402961538904,seed608_lns_start6_mixed_best_rm8_tw8
0-69-7-8-45-3-46-6-60-53-17-0,614.3977027025857,seed603_lns_start38_random_random_best_rm8_tw8
0-65-64-62-51-20-22-24-57-66-56-0,617.6922147305996,seed602_lns_start37_mixed_regret_rm5_tw8
0-62-67-41-61-54-68-70-17-0,618.1853473435037,seed606_lns_start5_mixed_regret_rm8_tw15
