route,score,source
0-69-98-2-6-7-46-4-88-68-0,100.88092668359069,seed701_explore_lns_start49_late_best_rm20_tw15
0-2-6-7-8-5-3-1-45-4-46-100-0,102.32802368073106,seed701_explore_lns_start4_mixed_best_rm25_tw10
0-42-44-43-38-37-35-36-40-39-41-0,102.54545588910067,seed601_lns_start45_mixed_random_best_rm6_tw10
0-98-2-6-7-8-46-4-45-5-3-1-0,102.566236212908,seed608_lns_start0_late_best_rm8_tw10
0-72-41-39-38-37-35-36-40-43-42-0,103.77668734355024,seed602_lns_start60_late_regret_rm5_tw6
0-90-2-6-7-8-46-45-4-5-3-1-100-0,104.04487818308428,seed607_lns_start21_late_random_best_rm8_tw15_guarded
0-56-18-48-21-23-19-49-20-22-24-0,105.0820939822257,seed701_explore_lns_start1_late_random_best_rm15_tw10
0-61-2-6-7-8-46-4-45-5-3-1-0,105.97012623813035,seed601_lns_start45_random_random_best_rm8_tw15
0-90-1-3-5-45-8-46-4-7-6-2-0,107.35443459796053,seed701_explore_lns_start26_mixed_best_rm15_tw10
0-20-49-19-23-21-48-18-25-24-22-0,108.9005270322596,seed601_lns_start31_late_best_rm8_tw15
0-72-42-44-43-38-37-35-36-40-39-61-0,114.2970799899009,seed608_lns_start89_random_regret_rm4_tw6_guarded
0-92-93-72-39-38-37-35-36-40-43-42-0,115.00854483119477,seed701_explore_lns_start21_late_best_rm25_tw12
0-98-78-7-6-8-46-4-45-1-2-0,115.73773516973318,seed701_explore_lns_start25_mixed_best_rm15_tw15
0-6-7-79-8-46-4-45-5-3-1-0,115.78227139100436,seed608_lns_start32_late_random_best_rm8_tw10_guarded
0-42-43-44-38-37-35-36-40-39-72-93-0,117.57726019117858,seed701_explore_lns_start36_late_random_best_rm20_tw8
0-93-42-44-39-38-37-35-36-40-43-81-0,118.02716054501514,seed701_explore_lns_start35_random_random_best_rm25_tw15
0-93-72-44-39-38-37-35-36-40-43-42-61-0,118.47167581197516,seed602_lns_start35_late_random_best_rm8_tw10_guarded
0-92-54-44-39-38-37-35-36-40-43-0,118.55719871623913,seed701_explore_lns_start78_late_best_rm15_tw6
0-52-20-49-23-21-48-18-19-22-24-91-0,118.70050951309561,seed701_explore_lns_start19_mixed_best_rm15_tw6
0-80-91-82-99-10-9-13-16-12-98-0,119.8093583045634,seed701_explore_lns_start78_late_best_rm15_tw6
0-93-71-44-39-38-37-35-36-40-43-42-0,120.02467022806425,seed701_explore_lns_start27_random_best_rm20_tw8
0-82-10-11-12-14-78-60-98-55-100-88-0,120.39861986274516,seed701_explore_lns_start46_mixed_random_best_rm25_tw15
0-81-20-23-21-48-18-19-49-22-24-90-0,121.62694397152725,seed701_explore_lns_start74_late_regret_rm15_tw6
0-72-42-44-39-38-37-35-36-40-43-100-0,122.29071185522578,seed701_explore_lns_start35_random_best_rm25_tw15
0-93-72-44-43-38-37-35-36-40-39-54-0,122.49297609912969,seed701_explore_lns_start4_mixed_best_rm25_tw10
0-92-93-44-39-38-37-35-36-40-43-42-0,122.53782174114173,seed601_lns_start20_random_regret_rm5_tw10
0-60-78-12-11-10-53-82-98-88-100-0,123.04679111545056,seed603_lns_start46_late_random_best_rm8_tw10
0-80-42-44-43-38-37-35-36-40-39-93-0,123.4979291785066,seed701_explore_guarded
0-92-96-41-44-38-39-37-35-40-43-42-0,123.58598512356855,seed701_explore_lns_start26_mixed_best_rm15_tw10
0-80-92-41-44-38-39-37-35-40-43-42-0,123.64276387843495,seed701_explore_lns_start12_random_best_rm25_tw8
0-60-12-11-15-16-9-74-86-82-90-0,124.74780042991549,seed603_lns_start36_late_regret_rm5_tw15_guarded
0-90-42-43-44-38-37-35-36-40-39-93-0,125.43661994772557,seed603_lns_start20_mixed_best_rm4_tw12
0-42-40-43-44-39-38-36-37-71-93-94-0,125.58581488343907,seed701_explore_lns_start13_late_random_best_rm20_tw6
0-24-22-49-19-23-48-18-21-25-77-0,126.21129285780867,seed701_explore_lns_start34_random_best_rm15_tw10
0-60-12-11-15-16-9-13-86-82-90-0,127.01342626592549,seed608_lns_start36_late_regret_rm8_tw10
0-90-17-15-11-14-47-73-78-60-88-68-0,127.1301922695134,seed701_explore_lns_start73_mixed_random_best_rm15_tw12
0-73-7-6-2-8-46-4-45-5-3-1-0,127.82438944641838,seed701_explore_lns_start2_late_best_rm25_tw15
0-80-83-57-86-87-59-97-13-52-65-90-0,127.86515693488923,seed701_explore_lns_start0_late_random_best_rm25_tw10
0-90-65-83-57-52-86-87-59-97-16-12-0,128.22363151757315,seed701_explore_lns_start3_mixed_random_best_rm10_tw10
0-95-33-32-30-28-26-27-29-31-34-50-0,128.72659668231782,seed701_explore_lns_start7_mixed_random_best_rm15_tw10
0-92-71-44-38-39-37-35-36-40-43-0,128.87743740768502,seed701_explore_lns_start74_late_regret_rm15_tw6
0-52-57-24-22-49-19-18-48-21-25-77-0,129.01355342832528,seed701_explore_lns_start35_random_best_rm25_tw15
0-80-22-49-19-23-48-18-21-25-77-0,129.52664838607478,seed701_explore_lns_start20_late_random_best_rm25_tw10
0-88-98-69-99-10-9-59-74-86-65-0,130.25993603983054,seed701_explore_lns_start27_random_best_rm20_tw12
0-82-16-15-11-9-87-59-58-57-0,130.28798648304658,seed602_lns_start20_random_random_best_rm5_tw15
0-82-16-15-11-9-87-59-58-57-65-0,130.35389063571492,seed701_explore_lns_start21_late_best_rm20_tw12
0-60-12-11-15-16-9-74-86-82-98-0,132.93235089039555,seed602_lns_start35_late_regret_rm8_tw6_guarded
0-68-69-98-99-14-10-74-86-65-0,133.2964860034676,seed701_explore_lns_start19_mixed_random_best_rm25_tw10
0-92-44-43-38-37-35-36-40-39-93-0,133.74237381971008,seed701_explore_lns_start5_mixed_regret_rm15_tw10
