route,score,source
0-20-24-25-27-29-30-28-26-23-22-21-0,50.80359030264955,seed601_lns_start67_mixed_random_best_rm5_tw10
0-20-22-25-27-28-30-29-24-23-21-0,53.46296932224105,seed604_lns_start59_random_best_rm8_tw15
0-5-7-8-11-9-6-4-2-1-75-0,55.41087190430976,seed601_lns_start67_mixed_random_best_rm6_tw15
0-3-7-8-11-9-6-4-2-1-75-0,56.16657347298551,seed604_lns_start61_random_regret_rm8_tw15
0-5-3-7-8-11-9-6-4-2-75-0,56.17480392680997,seed601_lns_start70_random_regret_rm3_tw12
0-5-3-7-8-11-9-6-4-2-1-75-0,56.17480392680997,seed601_lns_start60_mixed_regret_rm8_tw8_guarded
0-65-62-74-72-61-64-68-66-69-0,57.3879663899766,seed604_lns_start64_random_regret_rm8_tw8
0-67-65-62-74-72-61-64-68-66-69-0,57.788273530844606,seed601_lns_start62_mixed_regret_rm6_tw10_guarded
0-65-63-62-74-72-61-64-68-66-69-0,59.002801582842096,seed601_lns_start62_mixed_regret_rm6_tw10
0-67-65-63-62-74-72-61-64-68-66-69-0,59.403108723710105,seed601_lns_start70_random_regret_rm3_tw12_guarded
0-67-63-62-74-72-61-64-68-66-69-0,59.403108723710105,seed604_lns_start60_random_regret_rm8_tw8
0-43-42-44-46-45-48-51-50-52-49-47-0,60.043542474480944,seed601_lns_start62_random_best_rm6_tw6
0-7-8-10-11-9-6-4-2-75-3-5-0,60.96896690143206,seed602_lns_start57_random_random_best_rm3_tw15_guarded
0-43-41-42-44-45-46-48-51-50-52-49-47-0,62.64909374994493,seed601_lns_start70_random_regret_rm3_tw12
0-43-42-41-40-44-45-46-48-51-50-52-49-47-0,64.80747449698114,seed601_lns_start62_mixed_regret_rm6_tw10
0-1-2-7-8-10-11-9-6-4-3-5-75-0,65.96444624592229,seed607_lns_start65_random_best_rm8_tw12_guarded
0-67-65-63-62-74-72-61-64-68-40-0,66.822083743822,seed603_lns_start68_random_random_best_rm8_tw15
0-65-63-66-62-74-72-61-64-68-40-0,70.2527284977993,seed601_lns_start64_mixed_random_best_rm8_tw12
0-65-63-66-62-74-72-61-64-68-40-41-0,70.3187420619804,seed606_lns_start68_mixed_random_best_rm8_tw12
0-65-63-62-74-61-64-68-66-69-40-41-0,72.88424675661385,seed601_lns_start62_random_best_rm6_tw6
0-67-65-63-62-74-72-61-64-68-69-40-0,73.00242363132095,seed601_lns_start61_random_best_rm8_tw12
0-65-62-74-72-61-64-68-66-69-40-0,73.37244610472194,seed601_lns_start71_random_random_best_rm4_tw10
0-65-62-74-72-61-64-68-66-69-40-41-0,73.43845966890305,seed608_lns_start67_random_regret_rm8_tw15
0-67-65-62-74-72-61-64-68-66-69-40-0,73.77275324558995,seed602_lns_start72_random_random_best_rm5_tw15
0-67-65-62-74-72-61-64-68-66-69-40-41-0,73.83876680977106,seed604_lns_start67_random_regret_rm6_tw15
0-65-63-62-74-72-61-64-68-66-69-40-0,74.98728129758744,seed601_lns_start70_random_regret_rm3_tw12
0-67-63-62-74-72-61-64-68-66-69-40-0,75.38758843845545,seed602_lns_start61_random_regret_rm8_tw6
0-87-86-83-82-84-85-88-89-91-0,75.94913476276349,seed603_lns_start67_random_regret_rm4_tw8_guarded
0-90-87-86-83-82-84-85-88-89-91-0,76.06956532288787,seed601_lns_start60_random_best_rm6_tw12
0-67-5-7-8-11-9-6-4-2-1-75-0,77.97977913758582,seed601_lns_start58_mixed_best_rm8_tw15
0-67-3-7-8-11-9-6-4-2-1-75-0,78.72501818186956,seed601_lns_start63_mixed_random_best_rm5_tw15
0-67-7-8-11-9-6-4-2-75-3-5-0,80.65807293754267,seed601_lns_start62_mixed_regret_rm6_tw10
0-67-3-7-8-11-9-6-4-2-1-75-5-0,81.04637583144923,seed603_lns_start72_random_random_best_rm5_tw8
0-67-87-86-83-82-84-85-88-89-90-0,84.98327960299893,seed606_lns_start67_mixed_random_best_rm6_tw12
0-67-87-86-83-82-84-85-88-89-91-0,86.09134183825323,seed603_lns_start67_random_regret_rm4_tw8
0-67-87-86-83-82-84-85-88-89-91-90-0,89.34619019134362,seed601_lns_start70_random_regret_rm3_tw12
0-98-96-95-94-92-93-97-100-99-0,95.94313062205805,seed601_lns_start71_random_regret_rm6_tw12
0-13-17-18-19-15-16-14-12-10-0,96.03980876932283,seed601_lns_start70_random_best_rm8_tw12
0-13-15-12-14-16-19-18-17-0,96.6347956430576,seed602_lns_start57_random_random_best_rm3_tw15
0-98-96-95-94-92-93-97-100-99-1-0,96.70415200364391,seed601_lns_start60_random_regret_rm8_tw10
0-32-33-31-35-37-38-39-36-34-0,97.2271627850669,seed601_lns_start70_random_regret_rm3_tw12
0-98-96-95-94-92-93-97-100-99-5-0,97.38429015126196,seed601_lns_start70_mixed_regret_rm6_tw8
0-98-96-95-94-92-93-97-100-99-3-0,97.6315996307011,seed601_lns_start57_random_best_rm8_tw12
0-13-15-12-14-16-19-18-17-26-0,100.33415243362317,seed604_lns_start59_random_best_rm8_tw15
0-57-55-54-53-56-58-60-59-0,101.88256760196126,seed601_lns_start70_random_regret_rm3_tw12
0-98-95-94-93-92-97-100-99-96-91-0,110.17519888939344,seed606_lns_start67_mixed_random_best_rm6_tw12
0-81-78-76-71-70-73-77-79-80-0,127.29748041459519,seed601_lns_start70_random_regret_rm3_tw12
0-81-78-76-71-70-73-77-79-80-63-0,128.04033086271068,seed601_lns_start71_random_random_best_rm4_tw10
0-81-78-76-71-70-73-77-79-80-65-0,128.55050773988015,seed602_lns_start61_random_regret_rm8_tw6
0-81-78-76-71-70-73-77-79-80-66-0,131.666040475684,seed601_lns_start61_random_best_rm8_tw12
0-81-78-76-71-70-73-77-79-80-72-0,132.0613200748166,seed601_lns_start62_random_best_rm6_tw6
0-81-78-76-71-70-73-77-79-80-69-0,132.86177426667868,seed601_lns_start64_mixed_random_best_rm8_tw12
0-81-78-76-71-70-73-77-79-80-90-0,135.48610621728176,seed603_lns_start67_random_regret_rm4_tw8
0-81-78-76-71-70-73-77-79-80-69-66-0,135.60333132308364,seed603_lns_start68_random_random_best_rm8_tw15
0-67-78-76-71-70-73-77-79-80-81-0,136.32963818152066,seed601_lns_start64_random_regret_rm8_tw12
