route,score,source
0-65-63-33-28-29-27-31-62-19-23-64-67-30-51-18-21-49-22-52-59-57-66-56-24-20-50-34-26-32-48-25-58-0,777.4983315915191,seed707_explore_lns_start67_random_random_best_rm10_tw10
0-65-63-33-28-29-27-31-62-19-23-64-67-30-51-18-21-49-22-52-59-57-20-24-66-56-54-50-34-26-32-48-25-58-0,836.9561163676088,seed601_lns_start66_random_best_rm6_tw12_guarded
0-65-63-33-28-31-29-27-19-23-64-62-67-30-51-18-21-49-22-52-59-57-20-66-56-50-34-26-32-48-25-24-0,899.8880438102462,seed703_explore_lns_start68_late_random_best_rm25_tw8
0-65-63-33-28-31-27-29-62-19-23-64-67-30-51-18-21-49-22-52-59-57-20-56-66-50-34-26-32-24-48-25-58-70-0,946.5083082706732,seed701_explore_lns_start68_random_random_best_rm15_tw12
0-39-36-42-45-2-16-15-11-69-61-44-38-40-41-53-8-7-6-5-3-46-54-68-55-4-43-35-37-70-1-60-0,968.9851298186268,seed706_explore_lns_start76_mixed_regret_rm20_tw15
0-39-36-42-45-12-16-15-11-69-61-44-40-38-41-53-8-6-2-5-3-46-7-54-68-55-4-43-35-37-1-60-70-0,984.7515004755238,seed707_explore_lns_start75_random_random_best_rm20_tw10
0-65-63-33-28-29-27-31-62-64-19-23-51-30-67-18-21-49-22-52-59-57-20-24-56-54-50-34-26-32-48-25-58-0,1030.34933965913,seed707_explore_lns_start64_late_regret_rm25_tw15
0-65-52-63-33-28-27-31-29-62-64-23-21-19-67-30-51-18-22-49-20-57-66-56-32-26-34-50-13-17-24-25-48-0,1060.0905608813723,seed706_explore_lns_start19_random_random_best_rm25_tw15
0-42-39-36-45-12-14-47-16-15-11-69-61-44-40-38-41-2-8-7-6-46-5-3-1-54-68-55-37-35-43-4-17-60-70-0,1074.8409772950272,seed702_explore_lns_start83_mixed_best_rm25_tw6
0-36-39-42-45-12-14-47-16-15-11-69-61-44-40-38-41-2-8-6-46-5-3-1-7-10-68-55-4-43-35-54-37-60-70-0,1093.656798400516,seed701_explore_lns_start87_random_regret_rm25_tw12
0-36-39-42-5-45-12-47-16-15-11-69-44-40-38-41-61-53-8-6-2-7-46-3-1-54-68-55-4-43-35-37-70-60-0,1096.5625792177075,seed706_explore_lns_start80_mixed_best_rm25_tw10
