route,score,source
0-72-75-22-23-67-39-25-55-54-4-0,161.17119393908368,seed601_lns_start5_random_regret_rm4_tw12
0-2-75-22-23-67-39-25-55-54-4-0,166.54537028943275,seed601_lns_start5_mixed_regret_rm4_tw8
0-2-72-75-23-67-39-25-55-54-4-58-0,184.4387514763575,seed604_lns_start5_random_random_best_rm8_tw8
0-15-41-22-72-75-23-67-39-25-55-4-0,246.2361204028585,seed601_lns_start34_random_random_best_rm8_tw15
0-42-14-44-38-86-16-84-17-45-60-89-0,251.8176974269693,seed608_lns_start32_mixed_random_best_rm6_tw6_guarded
0-2-75-22-23-67-39-25-55-54-4-58-0,253.75855947645118,seed605_lns_start6_mixed_random_best_rm6_tw8
0-2-72-75-23-67-39-25-55-54-4-56-0,254.83899691368876,seed606_lns_start5_mixed_best_rm5_tw10
0-2-41-22-75-23-67-39-4-54-55-25-0,277.60447574922983,seed601_lns_start33_late_regret_rm8_tw8_guarded
0-2-72-22-75-23-67-39-4-54-55-25-0,279.5214293455059,seed601_lns_start6_late_random_best_rm8_tw6
0-72-41-22-75-23-67-39-4-54-55-25-0,280.16575532872736,seed601_lns_start33_late_regret_rm8_tw8
0-5-44-14-38-86-16-84-17-45-60-89-0,295.77942358316545,seed601_lns_start6_mixed_random_best_rm8_tw8
0-95-59-98-61-85-93-99-6-96-92-37-91-100-74-0,302.36033279247295,seed607_lns_start6_random_random_best_rm4_tw10
0-2-21-22-75-23-67-39-25-55-54-4-0,303.68584015383925,seed601_lns_start6_late_random_best_rm8_tw6_guarded
0-72-75-22-23-67-39-25-55-54-4-56-0,318.78462856343333,seed607_lns_start5_mixed_best_rm8_tw12
0-2-75-22-23-67-39-25-55-54-4-56-0,324.15880491378243,seed603_lns_start6_mixed_best_rm6_tw8
0-72-75-22-74-23-67-39-25-55-54-4-0,327.1609066407683,seed606_lns_start5_random_best_rm8_tw12
0-95-59-98-61-85-93-99-92-37-6-96-91-74-0,328.25396693302775,seed606_lns_start5_mixed_random_best_rm8_tw10
0-95-59-98-61-85-99-94-6-96-92-37-91-100-74-0,331.448692476532,seed601_lns_start3_mixed_regret_rm8_tw12
0-2-75-22-74-23-67-39-25-55-54-4-0,332.5350829911174,seed601_lns_start5_random_regret_rm3_tw6
0-27-28-12-76-79-29-78-34-3-24-80-68-0,352.29465241999196,seed605_lns_start32_late_random_best_rm8_tw12
0-2-75-22-23-67-39-4-54-55-25-24-0,367.54642916587215,seed601_lns_start6_random_random_best_rm4_tw8
0-42-14-38-44-16-86-84-17-45-60-89-13-0,388.8444943332837,seed608_lns_start32_random_regret_rm5_tw8
0-42-14-38-44-16-86-84-17-45-60-89-58-0,393.50260061355505,seed601_lns_start33_mixed_random_best_rm5_tw12
0-28-76-12-29-79-81-34-78-3-77-68-80-0,398.2402356626043,seed601_lns_start6_random_random_best_rm4_tw8
0-2-75-22-23-67-39-25-55-54-4-1-0,399.8780992673073,seed607_lns_start6_random_regret_rm5_tw10
