route,score,source
0-67-63-62-52-50-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-70-47-43-42-41-48-3-7-1-0,771.499230291096,seed602_lns_start45_late_random_best_rm8_tw10
0-20-22-24-27-30-29-6-32-33-34-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-2-5-21-37-0,1375.5136157212196,seed608_lns_start64_mixed_best_rm8_tw8
0-20-22-24-27-30-29-6-32-33-31-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-21-34-37-48-0,1378.9606247371053,seed606_lns_start48_late_best_rm5_tw15_guarded
0-20-22-24-27-30-29-6-32-33-31-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-21-34-37-52-0,1382.163930701591,seed607_lns_start42_mixed_random_best_rm8_tw10
0-20-22-24-27-30-29-6-32-33-37-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-5-2-1-34-0,1412.2473924600106,seed608_lns_start62_mixed_best_rm8_tw15
0-67-63-62-48-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-50-70-47-43-42-41-5-2-1-7-3-0,1430.1261375129893,seed601_lns_start36_random_best_rm8_tw6_guarded
0-22-24-27-30-29-6-34-32-33-31-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-5-2-21-37-0,1469.3885102847353,seed601_lns_start48_late_random_best_rm6_tw15
0-67-63-62-48-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-50-70-47-43-42-41-8-2-1-7-3-0,1473.2694028450492,seed602_lns_start29_random_regret_rm5_tw12
0-20-22-24-27-30-29-6-32-33-37-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-5-21-34-31-0,1475.1327787498906,seed601_lns_start37_random_regret_rm6_tw8
0-67-63-62-48-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-50-70-47-43-42-41-52-2-1-7-3-0,1575.5491785059844,seed605_lns_start36_random_best_rm8_tw6
0-20-22-24-27-30-29-6-32-33-31-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-21-34-37-2-0,1577.8221716606383,seed601_lns_start47_mixed_best_rm8_tw6
0-67-63-62-52-50-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-70-47-43-42-41-48-5-2-7-3-0,1638.457509809557,seed602_lns_start76_late_best_rm8_tw15
0-20-22-24-27-30-29-6-32-33-31-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-5-2-34-37-0,1640.2748184059433,seed601_lns_start48_late_best_rm5_tw10
0-20-22-24-27-30-29-6-32-33-34-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-5-37-31-52-0,1655.1208514646974,seed603_lns_start35_late_random_best_rm6_tw10
0-67-63-62-52-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-50-70-47-43-42-41-5-2-1-7-3-0,1673.1068773711331,seed606_lns_start48_late_best_rm5_tw15_guarded
0-67-63-62-52-50-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-70-47-43-42-41-48-5-1-7-3-0,1679.0361440718561,seed602_lns_start47_late_best_rm6_tw15
0-20-22-24-27-30-29-6-32-33-31-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-21-34-37-1-0,1687.1505909212387,seed602_lns_start76_late_best_rm8_tw15
0-67-63-62-48-61-64-66-69-68-65-49-55-54-53-56-59-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-5-2-7-1-0,1731.4135504646865,seed601_lns_start11_mixed_best_rm8_tw8
0-67-63-62-48-50-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-70-47-43-42-41-21-2-1-7-3-0,1744.107663296884,seed603_lns_start35_late_random_best_rm6_tw10
0-67-63-62-52-50-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-70-47-43-42-41-48-21-1-7-3-0,1760.999003102327,seed606_lns_start45_late_best_rm6_tw15
0-20-22-24-27-30-29-6-32-33-52-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-5-21-31-37-34-0,1800.024681050928,seed605_lns_start33_mixed_best_rm8_tw8
0-20-22-24-27-30-29-6-32-33-37-35-38-39-36-4-58-60-57-40-44-46-45-51-50-70-47-43-42-41-52-31-34-21-3-0,1860.8467202670076,seed601_lns_start11_mixed_best_rm8_tw8
0-20-67-63-62-61-64-66-69-48-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-70-47-43-42-41-50-52-1-7-3-0,1991.106553682577,seed601_lns_start48_late_random_best_rm6_tw15
0-67-63-62-48-50-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-70-47-43-42-41-52-31-21-7-3-0,2059.9959292110516,seed602_lns_start59_late_best_rm5_tw12
0-67-63-62-48-50-61-64-66-69-68-65-49-55-54-53-56-58-60-59-57-40-44-46-45-51-70-47-43-42-41-52-31-1-7-3-0,2131.564803092877,seed601_lns_start58_late_best_rm6_tw10
0-20-22-24-27-30-29-6-32-33-34-35-38-39-36-4-28-26-23-18-19-16-14-12-15-17-13-25-9-11-10-8-2-5-21-31-37-0,2845.9735215841315,seed602_lns_start45_late_random_best_rm8_tw10
