route,score,source
0-65-92-95-85-63-50-33-28-26-27-29-31-34-30-62-67-71-38-40-44-41-81-61-6-46-8-79-78-55-68-54-72-37-35-43-1-3-5-4-2-7-60-100-70-96-93-94-91-80-0,4574.543297758384,seed604_lns_start57_random_regret_rm6_tw6_guarded
0-65-92-94-72-85-63-33-28-26-27-29-30-67-71-38-40-44-41-61-81-78-79-7-6-8-46-2-55-68-54-43-35-37-1-3-5-4-60-100-70-80-91-95-50-34-31-93-96-0,7326.893953448599,seed604_lns_start57_random_regret_rm8_tw6
0-65-91-92-95-85-63-33-28-26-27-31-34-50-62-29-30-67-71-72-38-40-44-41-61-81-78-79-6-8-55-68-54-37-35-43-1-3-5-4-2-60-70-96-94-93-80-100-0,7522.302149544871,seed604_lns_start57_random_regret_rm6_tw6
0-42-36-39-92-63-33-28-27-29-30-62-67-71-38-40-44-41-61-81-90-53-78-79-6-8-46-5-3-1-4-60-55-68-54-43-35-37-72-96-93-94-80-70-100-98-12-17-0,7588.5109863377575,seed605_lns_start37_random_best_rm6_tw8_guarded
0-42-36-39-92-63-33-28-27-29-30-62-67-71-38-40-44-41-61-81-90-53-78-79-7-6-8-46-5-3-1-4-2-55-68-54-43-35-37-72-96-93-94-91-80-70-100-60-17-0,7863.7294083527795,seed607_lns_start33_random_regret_rm5_tw6_guarded
0-65-91-92-95-85-63-33-26-28-27-62-29-30-67-71-72-44-38-41-61-81-78-79-7-6-8-46-2-55-68-54-43-35-37-1-3-5-4-60-100-70-80-94-96-93-50-34-31-0,7971.9665726838575,seed606_lns_start57_mixed_random_best_rm8_tw12
0-65-92-72-85-63-33-28-26-27-29-31-34-50-62-67-71-38-37-40-44-41-81-61-6-8-79-7-46-5-3-1-43-35-54-96-68-55-60-4-2-70-100-52-83-91-94-93-89-0,8045.770387773035,seed604_lns_start66_random_regret_rm6_tw12
0-42-36-39-92-63-33-28-27-29-30-62-67-71-38-40-44-41-61-81-53-78-79-7-6-8-46-5-3-1-4-2-60-55-68-54-72-37-35-43-70-100-98-82-80-94-93-96-17-0,8075.523540455937,seed605_lns_start34_random_random_best_rm5_tw10_guarded
0-42-36-39-72-63-33-28-27-29-30-62-67-71-38-40-44-41-61-81-90-53-78-79-7-6-8-46-5-3-1-4-2-55-68-54-37-35-43-70-100-96-93-94-80-98-60-12-17-0,8444.653843987908,seed607_lns_start41_random_random_best_rm3_tw10_guarded
0-65-92-85-63-33-31-27-26-28-62-29-30-67-71-72-38-37-40-44-61-81-78-79-7-6-8-46-2-55-68-54-35-43-1-3-5-4-60-100-70-80-91-95-50-34-93-94-96-0,8506.837570608683,seed605_lns_start57_random_random_best_rm5_tw12
