route,score,source
0-28-12-76-29-79-3-50-68-80-26-58-0,626.560499443247,seed601_lns_start12_mixed_best_rm8_tw6_guarded
0-72-39-67-23-75-56-4-55-25-54-80-0,732.4020201299456,seed602_lns_start0_mixed_best_rm6_tw15
0-72-39-67-23-75-56-4-55-25-54-77-0,770.4904468356463,seed607_lns_start12_random_best_rm8_tw15
0-28-12-76-29-79-3-50-68-24-26-58-0,917.2952170551519,seed601_lns_start13_mixed_random_best_rm8_tw8
0-72-39-67-23-75-56-74-4-55-25-54-0,931.7307392321652,seed601_lns_start2_mixed_random_best_rm8_tw15
0-72-39-67-23-75-56-4-55-25-54-80-77-0,952.6101737450879,seed601_lns_start12_mixed_best_rm8_tw6
0-59-95-2-73-21-40-53-94-6-96-60-13-58-0,960.7991846251757,seed604_lns_start0_mixed_regret_rm8_tw6_guarded
0-72-39-67-23-75-22-74-56-4-55-25-80-0,1085.7351179371285,seed603_lns_start4_random_regret_rm5_tw10
0-72-39-23-67-56-4-54-55-25-24-80-77-0,1089.0722916637274,seed602_lns_start11_random_regret_rm6_tw8
0-59-92-42-14-44-85-99-94-96-37-91-93-60-17-0,1089.2228645217706,seed607_lns_start73_mixed_regret_rm5_tw15
0-59-95-2-73-21-40-53-94-96-60-89-58-87-0,1116.2161078810198,seed602_lns_start4_mixed_regret_rm6_tw6
0-28-12-76-29-78-34-79-3-77-68-80-24-0,1123.7733392454813,seed607_lns_start73_mixed_regret_rm5_tw15
0-72-39-67-23-75-56-4-55-25-54-80-24-0,1136.4918418150503,seed602_lns_start0_mixed_best_rm6_tw15_guarded
0-59-95-2-73-21-40-53-94-6-96-99-93-58-0,1138.4975818847438,seed605_lns_start4_random_best_rm4_tw8
0-28-12-76-29-79-3-50-68-80-26-58-74-0,1141.3377902467123,seed606_lns_start13_random_best_rm5_tw8_guarded
0-72-39-75-23-67-4-54-55-25-24-80-77-0,1149.141217582405,seed602_lns_start15_random_regret_rm8_tw12
0-65-71-9-51-30-20-66-35-77-68-0,1149.778696256933,seed601_lns_start4_late_best_rm8_tw8
0-28-12-76-29-79-3-50-68-26-53-58-0,1151.7662735338217,seed601_lns_start11_mixed_random_best_rm6_tw6
0-72-39-67-23-75-56-74-4-25-55-54-80-0,1170.2600447595864,seed601_lns_start2_random_random_best_rm8_tw6
0-59-95-2-73-21-40-53-6-96-94-13-87-0,1180.1248815115289,seed607_lns_start7_mixed_best_rm6_tw8
0-72-39-67-23-75-56-4-54-55-25-24-77-0,1181.4739426113047,seed601_lns_start12_mixed_best_rm8_tw6_guarded
0-59-95-2-40-53-6-94-99-96-60-93-87-58-0,1183.6084521509033,seed606_lns_start3_mixed_random_best_rm5_tw12
0-59-95-2-73-21-40-53-94-6-96-60-89-13-58-0,1197.3049934848293,seed606_lns_start2_random_random_best_rm6_tw12_guarded
0-59-95-2-73-21-40-53-6-96-94-13-58-43-0,1198.4725160597936,seed604_lns_start2_random_regret_rm5_tw12_guarded
0-5-83-45-61-16-44-85-37-84-17-60-93-0,1218.6511139075637,seed603_lns_start14_mixed_best_rm8_tw15
0-59-95-2-73-21-40-53-6-96-99-94-13-58-0,1235.3092509447615,seed605_lns_start9_random_regret_rm8_tw15_guarded
0-59-95-2-73-21-40-53-6-96-99-60-89-13-58-0,1290.103104167806,seed603_lns_start2_late_regret_rm8_tw10_guarded
0-28-12-29-76-50-3-68-24-26-53-58-0,1305.8017789567436,seed605_lns_start14_random_best_rm6_tw15
0-59-95-2-73-21-40-53-6-96-99-60-93-13-58-0,1307.5248678832945,seed602_lns_start1_late_regret_rm8_tw15_guarded
0-59-95-2-73-21-40-53-94-96-6-89-58-87-0,1322.7915938589374,seed606_lns_start2_mixed_best_rm6_tw12
0-65-71-9-51-30-20-66-35-68-70-0,1334.8383611662614,seed604_lns_start1_late_random_best_rm6_tw6
0-72-39-67-23-75-56-74-4-25-55-54-24-0,1342.7292174117676,seed601_lns_start0_mixed_regret_rm8_tw10
0-28-12-76-29-79-3-50-68-80-26-53-58-0,1347.4552272640362,seed603_lns_start11_mixed_regret_rm8_tw12_guarded
0-92-42-14-15-57-22-41-43-100-85-93-58-0,1374.3356000725912,seed606_lns_start5_mixed_regret_rm8_tw6
0-65-71-9-51-30-20-66-35-68-24-0,1384.2196596933577,seed601_lns_start3_late_random_best_rm8_tw10
0-59-95-2-73-21-40-53-6-96-99-87-58-89-0,1415.1783129009043,seed602_lns_start3_late_regret_rm8_tw15_guarded
0-14-42-15-41-22-57-87-97-91-100-43-74-0,1422.7718745096595,seed601_lns_start12_random_best_rm3_tw6
0-92-42-14-15-41-22-57-85-91-100-93-26-0,1430.12162279444,seed601_lns_start5_late_best_rm8_tw15
0-92-42-14-15-57-22-41-43-100-91-85-93-0,1438.005018963765,seed601_lns_start5_random_random_best_rm8_tw10
0-59-95-2-73-21-40-53-94-6-96-60-87-58-0,1440.2821004013558,seed601_lns_start3_random_best_rm6_tw10
0-59-95-2-73-21-40-53-94-6-96-99-93-91-58-0,1447.2364431037697,seed605_lns_start4_random_best_rm4_tw8_guarded
0-65-71-9-51-30-20-66-35-77-68-80-0,1447.4271966409253,seed601_lns_start0_mixed_regret_rm8_tw10
0-65-71-9-51-30-20-66-35-68-54-0,1456.4302929306139,seed604_lns_start4_mixed_regret_rm8_tw15
0-28-12-76-29-79-3-50-1-68-24-26-58-0,1465.0631450267626,seed601_lns_start12_mixed_best_rm8_tw6
0-28-12-76-29-79-3-50-68-24-26-53-0,1470.2057674975308,seed603_lns_start11_random_best_rm8_tw12
0-59-95-2-73-21-40-53-94-6-96-99-93-60-58-0,1479.43954309372,seed603_lns_start4_mixed_random_best_rm8_tw10
0-59-95-2-73-21-40-53-94-6-96-99-93-60-89-0,1482.4631570259262,seed603_lns_start4_mixed_random_best_rm8_tw10_guarded
