route,score,source
0-33-65-51-9-34-35-66-20-1-0,948.6898184407354,seed605_lns_start3_random_best_rm5_tw10
0-45-5-61-16-44-38-37-17-46-48-0,1009.2012483060888,seed601_lns_start83_random_regret_rm4_tw8
0-27-69-31-52-7-19-62-10-1-70-48-0,1194.7924839395653,seed603_lns_start56_random_best_rm8_tw15
0-39-23-67-41-22-56-4-25-55-54-24-0,1233.8058877930328,seed601_lns_start83_mixed_regret_rm8_tw15
0-59-2-21-41-22-23-39-56-4-26-58-0,1250.6863196929896,seed601_lns_start0_mixed_random_best_rm6_tw10_guarded
0-39-23-67-41-22-56-55-25-54-26-58-0,1323.4537634020635,seed601_lns_start85_random_best_rm8_tw12
0-59-14-44-38-16-61-37-43-57-58-4-0,1339.3277660826975,seed604_lns_start56_random_best_rm6_tw6
0-59-2-21-41-22-23-39-56-26-58-13-0,1341.3496616873974,seed601_lns_start10_late_best_rm8_tw6
0-39-23-67-41-22-56-4-25-55-54-26-0,1355.2773897320776,seed605_lns_start55_random_best_rm6_tw8
0-45-5-61-16-44-38-37-60-17-46-48-0,1359.0455795120572,seed606_lns_start83_mixed_random_best_rm8_tw15
0-33-29-9-65-66-35-34-3-70-0,1391.1979226236276,seed607_lns_start82_random_best_rm4_tw8
0-59-42-14-38-44-16-61-17-8-46-48-0,1462.0001988336478,seed608_lns_start54_random_regret_rm6_tw10
0-33-65-9-51-30-20-66-35-34-1-0,1465.650201572716,seed602_lns_start2_mixed_best_rm8_tw12
0-36-47-19-62-7-18-60-6-13-53-58-0,1481.5177936802834,seed604_lns_start83_random_regret_rm5_tw8
0-59-2-21-41-22-23-39-56-4-54-26-0,1504.1667467176298,seed601_lns_start0_late_best_rm5_tw6_guarded
0-36-47-19-11-64-49-10-32-70-50-0,1516.8035049886907,seed601_lns_start30_late_regret_rm6_tw12
0-33-65-9-51-30-20-66-35-34-68-0,1541.1286956662793,seed601_lns_start10_mixed_regret_rm6_tw12_guarded
0-39-23-67-22-41-57-15-43-37-58-0,1556.3102587061992,seed604_lns_start54_random_random_best_rm6_tw8
0-59-2-21-41-22-23-39-56-40-58-13-0,1566.2011856485028,seed601_lns_start10_late_random_best_rm8_tw6
0-27-28-12-21-40-53-6-18-60-8-17-0,1572.8662989559566,seed604_lns_start85_late_regret_rm8_tw8
0-33-30-51-9-34-35-65-66-20-32-0,1574.2207879022603,seed601_lns_start1_mixed_random_best_rm6_tw15_guarded
0-59-5-45-61-16-44-38-37-17-46-48-0,1575.7066880882526,seed608_lns_start82_random_best_rm6_tw8
0-59-5-61-16-44-14-38-43-57-37-58-0,1579.5126377023744,seed602_lns_start55_mixed_random_best_rm8_tw15
0-59-2-21-41-22-23-39-56-57-13-58-0,1579.7861796040881,seed601_lns_start4_late_random_best_rm5_tw15
0-45-5-61-16-44-38-43-37-17-46-48-0,1582.1432142606764,seed601_lns_start83_mixed_regret_rm8_tw15
0-5-45-47-19-36-49-64-32-10-70-0,1584.5877788498128,seed602_lns_start1_mixed_best_rm6_tw8
0-42-14-44-61-16-38-43-15-37-13-60-0,1589.2030490317206,seed604_lns_start3_mixed_regret_rm8_tw6
0-33-65-51-9-34-35-66-20-10-1-0,1599.8700192525123,seed605_lns_start0_mixed_regret_rm8_tw12
0-39-23-67-41-22-56-4-54-55-25-43-0,1619.8088096424833,seed601_lns_start82_late_regret_rm6_tw8
0-42-14-44-16-61-6-18-60-8-48-46-17-0,1626.4729328794674,seed601_lns_start30_late_regret_rm6_tw12
0-42-14-44-61-16-38-43-15-37-60-17-0,1632.2404169698193,seed601_lns_start10_mixed_regret_rm6_tw12
0-39-23-67-41-22-56-4-55-25-24-43-0,1632.773558035927,seed605_lns_start82_mixed_best_rm8_tw12
0-33-30-51-9-20-66-65-35-34-54-0,1636.3666264000783,seed605_lns_start0_late_regret_rm8_tw15_guarded
0-59-2-21-39-23-56-22-41-57-58-26-0,1642.0278044824047,seed601_lns_start4_late_best_rm6_tw12_guarded
0-45-5-61-16-44-38-43-37-17-8-48-0,1642.4594546709382,seed603_lns_start83_mixed_random_best_rm5_tw6_guarded
0-39-23-67-41-22-56-4-25-55-54-26-58-0,1661.778616551611,seed601_lns_start85_mixed_random_best_rm6_tw12
0-59-42-14-44-16-61-37-15-43-38-17-0,1663.2349657171,seed601_lns_start20_mixed_regret_rm8_tw12
0-28-27-69-31-52-7-62-10-32-70-1-48-0,1683.547891743242,seed608_lns_start55_mixed_regret_rm6_tw12
0-59-2-21-41-22-23-39-56-4-26-58-60-0,1694.9760923211313,seed602_lns_start0_late_regret_rm8_tw10_guarded
0-59-14-44-38-16-61-37-43-57-13-58-4-0,1719.2370955079678,seed606_lns_start57_random_regret_rm3_tw10
